"","X","amt_above_atv10_pred","app_id","assessment","atv","businessLicense","businessScope","businessType","cash","companyCode","companyPhone","crawled_at","credit","emergencyContact","emergencyContactPhone","gmv_amt","gmv_avg","gmv_cnt","gmv_month","gmv_rstd","has_sz","income","income_before_wash","is_assessment_better","is_pop","limit","limit_before_loan","limit_before_loan_fluct","loan_amt","loan_balance","loan_cnt","loan_quality","mainBusiness","max_active_days","max_overdue_amt","max_overdue_amt_p","max_overdue_days","overdue_current","overdue_loan_amt","overdue_loan_amt_p","overdue_loan_cnt","platform","punish_fake_amt","punish_fake_cnt","punish_normal_amt","punish_normal_cnt","punish_serious_amt","punish_serious_cnt","punish_total_amt","punish_total_cnt","punish_wash_amt","punish_wash_cnt","refund_amt","refund_rate","registeredCapital","remDays","shop_type","taxpayerCode","transport_id","weight_account","weight_busi","weight_fluct","weight_loan","weight_refuse","weight_time","target","num"
"3001",3000,NA,232083,"9.79",103.7918,"913502060728386894","运动户外","卖场型旗舰店",30912.41,"913502060728386894","18659095789","2017-08-28 15:40:34",95925,NA,NA,926535.8,77211.31,12,14,0.5922031,"True",69490.18,69490.18,"True","",0,67432.57,67432.57,356662,257733.4,6,"True","运动户外",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,167,NA,"100万元","216
                                                天","SOP",9.135021e+17,201944,1.045,1,1,1.2,1,1.031781,0,1
"3002",3001,NA,232084,"9.52",98.846,"913502060728386894","运动户外","专营店",31885.86,"913502060728386894","18659095789","2017-08-28 15:42:33",0,NA,NA,1386451,115537.6,12,14,0.4857629,"True",103983.8,103983.8,"True","",0,76443.05,76443.05,398390,398390,3,"True","运动户外",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,1,1,0,0,1,1,0,0,1847.36,NA,"100万元","216
                                                天","SOP",9.135021e+17,201944,0.95,1,1,1,1,1.031781,0,1
"3003",3002,NA,232100,"9.85",139.7688,"91350581","服饰内衣","专营店",NA,"91350581MA2Y0RHK7U","13046996222","2017-08-28 16:06:35",NA,NA,NA,12998.5,1083.208,12,14,1.548211,"True",974.8875,974.8875,"True","",394.1754,788.3508,394.1754,0,NA,0,"False","服饰内衣",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"100万元","216
                                                天","SOP",91350581,201951,1.045,1,0.5,1,1,1.031781,0,1
"3004",3003,NA,232198,"9.35",748.4328,"310107000688999","酒类","专营店",18165.01,"06935668-9","15026611981","2017-08-29 09:44:33",0,NA,NA,6692160,557680,12,14,1.374373,"True",501912,501912,"True","",184586.7,369173.5,184586.7,1e+06,666666.7,1,"False","酒类",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,40,5,0,1,40,6,0,1,459,NA,"200万元","215
                                                天","SOP",3.101071e+14,201985,0.95,1,0.5,1,0,1.032329,0,1
"3005",3004,NA,232199,"8.88",239.1612,"9131010778587660","酒类","专营店",NA,"9131010778587660x7","021-62683338","2017-08-29 09:48:33",NA,NA,NA,86907.4,7242.283,12,14,0.7650033,"True",6518.055,6518.055,"True","",3835.402,4794.253,3835.402,0,NA,0,"False","酒类",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,8,1,0,0,8,1,0,0,0,NA,"1000万元","215
                                                天","SOP",9.131011e+15,201985,0.95,1,0.8,1,1,1.032329,0,1
"3006",3005,NA,232145,"9.31",70.63526,"9144011156021674","汽车用品","专营店",3.51,"9144011156021674X5","15876547848","2017-08-28 18:38:34",0,NA,NA,856900.6,71408.38,12,14,0.4691027,"True",64267.54,64267.54,"True","",0,47245.89,47245.89,10182,168119.4,7,"True","汽车用品",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,51,3,0,0,51,3,0,0,743.62,NA,"100万元","216
                                                天","SOP",9.144011e+15,201992,0.95,1,1,1,0,1.031781,0,1
"3007",3006,NA,232146,"9.68",47.88314,"9144011156021674","汽车用品","厂商直营旗舰店",NA,"9144011156021674X5","15876547848","2017-08-28 18:42:33",NA,NA,NA,20158.8,1679.9,12,14,0.9310263,"True",1511.91,1511.91,"True","",978.0948,1222.618,978.0948,0,NA,0,"False","汽车用品",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"100万元","216
                                                天","SOP",9.144011e+15,201992,1.045,1,0.8,1,1,1.031781,0,1
"3008",3007,NA,232156,"9.77",171,"91620102561120715","鞋靴","专营店",791.33,"56112071-5","0595-86611108","2017-08-28 19:48:33",0,NA,NA,227102,18925.17,12,14,0.81979,"True",17032.65,17032.65,"True","",11018.87,13773.59,11018.87,0,0,0,"False","鞋靴",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1059,NA,"100万元","216
                                                天","SOP",6.201026e+14,202002,1.045,1,0.8,1,1,1.031781,0,1
"3009",3008,NA,232157,"9.77",166.9688,"350211200073912","运动户外","专卖店",21256.94,"07935805-5","13505965960","2017-08-28 19:54:33",38321,NA,NA,1294988,107915.7,12,14,0.599468,"True",67986.87,97124.1,"True","",0,59976.16,59976.16,272567,181711.3,1,"True","运动户外",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,25,1,27,2,25,1,165,NA,"100万元","216
                                                天","SOP",3.502111e+14,202002,0.95,1,1,1.2,0,1.031781,0,1
"3010",3009,NA,232158,"9.46",171.6891,"350583100141275","运动户外","专营店",14807.81,"09268043-6","13505965960","2017-08-28 20:02:33",0,NA,NA,2760354,230029.5,12,14,0.468323,"True",144918.6,207026.5,"True","",0,106536,106536,720107,560083.2,1,"False","运动户外",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,1,1,50,1,51,2,50,1,949,NA,"100万元","216
                                                天","SOP",3.505831e+14,202002,0.95,1,1,1,0,1.031781,0,1
"3011",3010,NA,232166,"9.96",100,"91620102561120715","母婴","专营店",NA,"56112071-5","0595-86611108","2017-08-28 20:40:33",NA,NA,NA,29163,2430.25,12,14,1.984502,"True",2187.225,2187.225,"True","",884.3587,1768.717,884.3587,0,NA,0,"False","母婴",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"100万元","216
                                                天","SOP",6.201026e+14,202002,1.045,1,0.5,1,1,1.031781,0,1
"3012",3011,NA,232173,"9.71",168.5847,"350583100141275","运动户外","专卖店",14708.88,"09268043-6","13505965960","2017-08-28 21:02:34",114751,NA,NA,928548.9,77379.07,12,14,0.530647,"True",69641.17,69641.17,"True","",12943.77,67579.08,67579.08,188335,141251.3,1,"True","运动户外",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,298,NA,"100万元","216
                                                天","SOP",3.505831e+14,202002,1.045,1,1,1.2,1,1.031781,0,1
"3013",3012,NA,232200,"9.72",108.9939,"360104210022896","服饰内衣","厂商授权旗舰店",16.34,"9136010405164878X2","0791-88435212","2017-08-29 09:54:34",50167,NA,NA,1166771,97230.89,12,14,0.7664519,"True",87507.8,87507.8,"True","",0,77237.98,61790.38,733918,665008.1,3,"True","服饰内衣",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,21,10,0,0,21,10,0,0,8027.5,NA,"50万元","215
                                                天","SOP",3.601041e+13,202025,0.95,1,0.8,1.2,1,1.032329,0,1
"3014",3013,NA,232241,"9.61",67.82146,"91440101587632153","手机","厂商直营旗舰店",6557.95,"91440101587632153G","13924302882","2017-08-29 12:18:42",336,NA,NA,2480516,206709.6,12,14,0.4674773,"True",186038.7,186038.7,"True","",0,164205.4,164205.4,506000,637388.8,10,"True","手机",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,21,5,0,1,21,6,0,1,7411.6,NA,"300万元","215
                                                天","SOP",9.14401e+16,202032,0.95,1,1,1.2,1,1.032329,0,1
"3015",3014,NA,232240,"9.55",31.8023,"91440101587632153","手机","专营店",4680.88,"91440101587632153G","13924302882","2017-08-29 12:18:42",336,NA,NA,1247175,103931.2,12,14,0.5355037,"True",93538.1,93538.1,"True","",0,82560.57,82560.57,277200,286886.1,10,"True","手机",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,35,7,0,1,35,8,0,1,2638.1,NA,"300万元","215
                                                天","SOP",9.14401e+16,202032,0.95,1,1,1.2,0,1.032329,0,1
"3016",3015,NA,232230,"9.55",168.6824,"91440101587632153","礼品箱包","厂商授权旗舰店",84.8,"91440101587632153G","13924302882","2017-08-29 11:44:32",336,NA,NA,3698097,308174.8,12,14,0.5625227,"True",277357.3,277357.3,"True","",0,244807,244807,531000,687888.9,9,"True","礼品箱包",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,43,6,50,2,93,8,0,0,22204.1,NA,"300万元","215
                                                天","SOP",9.14401e+16,202032,0.95,1,1,1.2,0,1.032329,0,1
"3017",3016,NA,232318,"9.5",126.835,"91440101587632153","电脑、办公","专营店",72.73,"91440101587632153G","13924302882","2017-08-29 17:22:35",336,NA,NA,1624967,135413.9,12,14,0.5619447,"True",121872.6,121872.6,"True","",0,107569.7,107569.7,407000,387500,10,"True","电脑、办公",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,35,7,0,0,35,7,0,0,5340.8,NA,"300万元","215
                                                天","SOP",9.14401e+16,202032,0.95,1,1,1.2,0,1.032329,0,1
"3018",3017,NA,232224,"9",107.1156,"350503100073363","鞋靴","专营店",4519.06,"56925215－7","18699158919","2017-08-29 11:32:38",0,NA,NA,1047557,87296.43,12,14,0.5257691,"True",78566.79,78566.79,"True","",0,57788.56,57788.56,350785,226340.6,3,"True","鞋靴",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,1178,NA,"1000万元","215
                                                天","SOP",3.505036e+14,202039,0.95,1,1,1,1,1.032329,0,1
"3019",3018,NA,232261,"9.65",68.91576,"91511800","食品饮料","专营店",8187.83,"91511800MA62C28CXB","13981600061","2017-08-29 14:18:33",0,NA,NA,297302.6,24775.22,12,14,0.8459707,"True",22297.69,22297.69,"True","",0,18040.79,14432.63,45220,133318.1,10,"True","食品饮料",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,112.8,NA,"100万元","215
                                                天","SOP",91511800,202063,1.045,1,0.8,1,1,1.032329,0,1
"3020",3019,NA,232281,"9.52",184.194,"350583100070552","鞋靴","专营店",34.64,"56165434-6","0595-86502332","2017-08-29 15:14:35",0,NA,NA,132019.2,11001.6,12,14,0.7092622,"True",9901.44,9901.44,"True","",5826.279,7282.848,5826.279,0,0,0,"False","鞋靴",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,2,0,0,10,2,0,0,497,NA,"2000万元","215
                                                天","SOP",3.505836e+14,202076,0.95,1,0.8,1,1,1.032329,0,1
"3021",3020,NA,232275,"9.56",234.017,"91350212089939777","鞋靴","专营店",NA,"91350212089939777F","13665906829","2017-08-29 15:08:44",NA,NA,NA,66226.8,5518.9,12,14,1.066857,"True",4967.01,4967.01,"True","",2009.373,4018.747,2009.373,0,NA,0,"False","鞋靴",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,2242.75,NA,"100万元","215
                                                天","SOP",9.135021e+16,202076,1.045,1,0.5,1,1,1.032329,0,1
"3022",3021,NA,232276,"9.65",176.3444,"91350212089939777","鞋靴","专营店",245.86,"91350212089939777F","13665906829","2017-08-29 15:10:34",0,NA,NA,268533.4,22377.78,12,14,0.8965113,"True",20140.01,20140.01,"True","",13036.02,16295.03,13036.02,0,0,0,"False","鞋靴",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,183,NA,"100万元","215
                                                天","SOP",9.135021e+16,202076,1.045,1,0.8,1,1,1.032329,0,1
"3023",3022,NA,232277,"9.86",148,"913702113259883870","厨具","专营店",NA,"913702113259883870","18563943683","2017-08-29 15:10:34",NA,NA,NA,7127,593.9167,12,14,1.790864,"True",534.525,534.525,"True","",216.2388,432.4776,216.2388,0,NA,0,"False","厨具",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"100万元","215
                                                天","SOP",9.137021e+17,202078,1.045,1,0.5,1,1,1.032329,0,1
"3024",3023,NA,232362,"9.54",235.2432,"350304100075343","鞋靴","专营店",664.68,"31556089-7","13706058272","2017-08-30 00:02:33",0,NA,NA,184733.2,15394.43,12,14,0.569402,"True",13854.99,13854.99,"True","",10196.23,10196.23,10196.23,0,8737.48,0,"False","鞋靴",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,6,3,0,0,6,3,0,0,1094,NA,"100万元","214
                                                天","SOP",3.503043e+14,202144,0.95,1,1,1,1,1.032877,0,1
"3025",3024,NA,232389,"9.55",101.1316,"330503000079361","母婴","厂商授权旗舰店",NA,"913305020716202828","0572-3153827","2017-08-30 10:38:34",NA,NA,NA,568898.2,47408.19,12,14,0.8809072,"True",29867.16,42667.37,"True","",17583.98,21979.98,17583.98,0,NA,0,"False","母婴",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,25,2,25,2,25,2,927,NA,"50万元","214
                                                天","SOP",3.305011e+14,202155,0.95,1,0.8,1,0,1.032877,0,1
"3026",3025,NA,232384,"9.58",118.4641,"330503000079361","母婴","厂商授权旗舰店",1376.45,"913305020716202828","0572-3153827","2017-08-30 10:26:36",163064,NA,NA,1063113,88592.73,12,14,0.9327018,"True",55813.42,79733.46,"True","",32859.58,41074.47,32859.58,0,0,0,"True","母婴",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,3,25,2,28,5,25,2,1406,NA,"50万元","214
                                                天","SOP",3.305011e+14,202155,0.95,1,0.8,1,0,1.032877,0,1
"3027",3026,NA,232387,"9.59",173.2773,"913502060899148605","服饰内衣","厂商直营旗舰店",145.43,"08991486-0","0593-7859233","2017-08-30 10:32:33",0,NA,NA,180901.5,15075.12,12,14,0.6557434,"True",13567.61,13567.61,"True","",8786.57,10983.21,8786.57,0,2885.79,0,"False","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1609,NA,"50万元","214
                                                天","SOP",3.502061e+14,202160,1.045,1,0.8,1,1,1.032877,0,1
"3028",3027,NA,232410,"9.56",192.963,"440105000372734","服饰内衣","专营店",0,"30439220-X","020-29824049","2017-08-30 11:26:37",0,NA,NA,736849.8,61404.15,12,14,0.5018806,"True",55263.74,55263.74,"True","",0,44736.94,44736.94,858584,816426.1,9,"False","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1494,NA,"100万元","214
                                                天","SOP",4.401053e+13,202174,1.045,1,1,1,1,1.032877,0,1
"3029",3028,NA,232447,"8.92",112.2816,"91360429591825222","服饰内衣","专营店",NA,"91360429591825222K","010-1234567","2017-08-30 13:10:33",NA,NA,NA,324588.2,27049.01,12,14,1.212344,"True",24344.11,24344.11,"True","",9853.487,19706.97,9853.487,0,NA,0,"False","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"700000万元","214
                                                天","SOP",9.136043e+16,202195,1.045,1,0.5,1,1,1.032877,0,1
"3030",3029,NA,232448,"9.31",79.25758,"91360430","服饰内衣","专营店",NA,"91360430MA35P5D93Q","123456789","2017-08-30 13:12:42",NA,NA,NA,46524.2,3877.017,12,14,0.8584338,"True",3489.315,3489.315,"True","",2259.728,2824.66,2259.728,0,NA,0,"False","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,74,NA,"106万元","214
                                                天","SOP",91360430,202195,1.045,1,0.8,1,1,1.032877,0,1
"3031",3030,NA,232524,"9.07",614.7371,"310114002745601","家用电器","专营店",2241.47,"39879856-8","13764835575","2017-08-30 16:30:34",219621,NA,NA,940651.5,78387.62,12,14,0.5349396,"True",70548.86,70548.86,"True","",51918.65,51918.65,51918.65,0,0,0,"True","家用电器",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,20,4,0,0,20,4,0,0,1825,NA,"100万元","214
                                                天","SOP",3.101144e+14,202221,0.95,1,1,1,1,1.032877,0,1
"3032",3031,NA,232497,"9.21",37.53879,"441900002349387","玩具乐器","专营店",5366.71,"32509482-6","0769-33883198","2017-08-30 15:10:34",0,NA,NA,453806.4,37817.2,12,14,0.47662,"True",34035.48,34035.48,"True","",0,27552.3,27552.3,181710,172275.2,2,"True","玩具乐器",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,400,NA,"500万元","214
                                                天","SOP",4.419003e+14,202226,1.045,1,1,1,1,1.032877,0,1
"3033",3032,NA,232536,"9.37",420.0561,"914401050506315809","医药保健","厂商授权旗舰店",247232.1,"914401050506315809","020-82570696","2017-08-30 17:16:45",53358,NA,NA,3140986,261748.9,12,14,0.4775668,"True",235574,235574,"True","",0,208037.6,208037.6,1200000,1200000,1,"True","医药保健",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,17445,NA,"100万元","214
                                                天","SOP",9.144011e+17,202228,0.95,1,1,1.2,1,1.032877,0,1
"3034",3033,NA,232547,"9.63",1340.878,"914401115679190267","家具","厂商直营旗舰店",326.41,"914401115679190267","0757-28918389","2017-08-30 17:32:43",0,NA,NA,534693,44557.75,12,14,1.720055,"True",40101.97,40101.97,"True","",0,32463.24,16231.62,258221,274708,6,"False","家具",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"3万元","214
                                                天","SOP",9.144011e+17,202236,1.045,1,0.5,1,1,1.032877,0,1
"3035",3034,NA,232570,"9.88",NA,"91440106093779526","美妆个护","专营店",NA,"91440106093779526A","15011749645","2017-08-30 19:18:36",NA,NA,NA,0,0,12,14,NA,"True",0,0,"True","",0,0,0,0,NA,0,"False","美妆个护",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,0,NA,"100万元","214
                                                天","SOP",9.144011e+16,202292,1.045,1,1.2,1,1,1.032877,0,1
"3036",3035,NA,232587,"9.53",288.209,"91440300306006931","家装建材","厂商授权旗舰店",NA,"91440300306006931A","13392903275","2017-08-30 21:24:40",NA,NA,NA,355938.1,29661.51,12,14,1.610577,"True",26695.36,26695.36,"True","",10805.17,21610.35,10805.17,0,NA,0,"False","家装建材",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,132.05,NA,"100万元","214
                                                天","SOP",9.14403e+16,202302,1.045,1,0.5,1,1,1.032877,0,1
"3037",3036,NA,232594,"9.48",239.5454,"913205085714329907","电脑、办公","专营店",1585.79,"913205085714329907","18662402992","2017-08-30 21:48:34",0,NA,NA,503866.8,41988.9,12,14,0.5664089,"True",37790.01,37790.01,"True","",1993.459,27810.6,27810.6,126008,86709.11,4,"True","电脑、办公",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,20,4,0,0,20,4,0,0,413.1,NA,"51万元","214
                                                天","SOP",9.132051e+17,202303,0.95,1,1,1,1,1.032877,0,1
"3038",3037,NA,232591,"9.16",190.6112,"320503000045773","电脑、办公","专营店",4242.88,"913205086696087043","13862411354","2017-08-30 21:44:34",17274,NA,NA,230727.5,19227.3,12,14,0.4838128,"True",17304.57,17304.57,"True","",9402.229,15281.83,15281.83,83000,22726.5,4,"True","电脑、办公",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,15,3,0,0,15,3,0,0,0,NA,"200万元","214
                                                天","SOP",9.132051e+17,202303,0.95,1,1,1.2,1,1.032877,0,1
"3039",3038,NA,232596,"9.49",206.4711,"91310116053039435","服饰内衣","厂商授权旗舰店",0.02,"91310116053039435M","18816559620","2017-08-30 22:02:33",0,NA,NA,172331.8,14360.98,12,14,1.368495,"True",12924.88,12924.88,"True","",4755.869,9511.739,4755.869,0,0,0,"False","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,99,NA,"50万元","214
                                                天","SOP",3.102281e+14,202308,0.95,1,0.5,1,1,1.032877,0,1
"3040",3039,NA,232597,"",1765.955,"330104000235926","服饰内衣","专营店",NA,"39934632-8","0571-87818215","2017-08-30 22:04:33",NA,NA,NA,130989.6,10915.8,12,14,2.236068,"True",9824.22,9824.22,"","",3614.943,7229.886,3614.943,0,NA,0,"False","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,1,1,0,0,1,1,0,0,0,NA,"300万元","214
                                                天","SOP",3.301004e+14,202308,0.95,1,0.5,1,1,1.032877,0,1
"3041",3040,NA,232659,"9.6",304.347,"914201073472925160","服饰内衣","专营店",NA,"914201073472925160","13078897542","2017-08-31 10:34:36",NA,NA,NA,2994166,249513.8,12,14,0.6800966,"True",224562.4,224562.4,"True","",145506.8,181883.6,145506.8,0,NA,0,"False","服饰内衣",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,39230.55,NA,"100万元","213
                                                天","SOP",9.142011e+17,202341,1.045,1,0.8,1,1,1.033425,0,1
"3042",3041,NA,232728,"9.11",61.33509,"91110106692309390","医药保健","专营店",7.72,"91110106692309390G","15901326756","2017-08-31 16:12:35",133297,NA,NA,1085513,90459.4,12,14,0.4673741,"True",81413.46,81413.46,"True","",31251.95,71935.15,71935.15,229000,132888.4,1,"True","医药保健",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,18,3,0,0,18,3,0,0,4916.47,NA,"100万元","213
                                                天","SOP",9.111011e+16,202389,0.95,1,1,1.2,1,1.033425,0,1
"3043",3042,NA,232729,"9.33",67.96716,"911101065752271262","医药保健","专营店",98.12,"911101065752271262","58428679","2017-08-31 16:12:35",4170,NA,NA,282914.3,23576.19,12,14,0.4896247,"True",21218.57,21218.57,"True","",0,18748.27,18748.27,85407,51894.99,3,"True","医药保健",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,6,2,0,0,6,2,0,0,248,NA,"100万元","213
                                                天","SOP",9.111011e+17,202389,0.95,1,1,1.2,1,1.033425,0,1
"3044",3043,NA,232742,"9.51",122.5803,"91310118554306765G","食品饮料，日用百货；","专营店",0,"91310118554306765G","","2017-08-31 16:24:33",0,NA,NA,8558769,713230.8,12,14,0.9400655,"True",641907.7,641907.7,"True","",120289.2,472646.3,378117,375659,1300000,10,"True","食品饮料",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,13,6,0,0,13,6,0,0,3794.73,NA,"200万元","213
                                                天","SOP",NA,202398,0.95,1,0.8,1,1,1.033425,0,1
"3045",3044,NA,232785,"9.66",273.5049,"91350526","厨具","厂商授权旗舰店",697.16,"91350526M00002EN38","0595-23691918","2017-08-31 18:06:34",30072,NA,NA,4016854,334737.8,12,14,0.5603963,"True",210884.8,301264,"True","",0,186333.2,186333.2,61940,712243.6,10,"True","厨具",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,3,25,2,28,5,25,2,635,NA,"100万元","213
                                                天","SOP",91350526,202432,0.95,1,1,1.2,0,1.033425,0,1
"3046",3045,NA,232789,"9.54",255.5817,"91350526","厨具","厂商授权旗舰店",1299.16,"91350526M00002EN38","0595-23691918","2017-08-31 18:10:34",24449,NA,NA,9718624,809885.3,12,14,0.4483033,"True",728896.8,728896.8,"True","",243022.2,644037.2,644037.2,144502,1263308,10,"True","厨具",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,9,9,0,1,9,10,0,1,4687,NA,"100万元","213
                                                天","SOP",91350526,202432,0.95,1,1,1.2,1,1.033425,0,1
"3047",3046,NA,232793,"9.49",189.7019,"350302100085040","服饰内衣","专营店",4979.98,"33759222-4","136-46997209","2017-08-31 18:32:39",0,NA,NA,680381.8,56698.49,12,14,0.7879828,"True",35720.05,51028.64,"True","",21040.97,26301.21,21040.97,0,0,0,"False","服饰内衣",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,25,2,25,2,25,2,476,NA,"100万元","213
                                                天","SOP",3.503023e+14,202435,0.95,1,0.8,1,0,1.033425,0,1
"3048",3047,NA,232806,"9.3",105,"340108000113614","服饰内衣","厂商授权旗舰店",733.82,"08759273-0","18155107878","2017-08-31 20:58:34",0,NA,NA,97277,8106.417,12,14,1.525262,"True",7295.775,7295.775,"True","",2954.594,5909.188,2954.594,0,0,0,"False","服饰内衣",426,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,825,NA,"50万元","213
                                                天","SOP",3.401021e+14,202445,1.045,1,0.5,1,1,1.033425,0,1
"3049",3048,NA,232828,"9.65",107.9702,"91310118598166848","宠物生活","专营店",0.39,"59816684-8","021-54305567","2017-09-01 08:10:33",0,NA,NA,5294570,441214.2,12,14,0.4775603,"True",397092.7,397092.7,"True","",0,287734.5,287734.5,114036,1308894,9,"True","宠物生活",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,16,2,0,1,16,3,0,1,2754.3,NA,"50万元","212
                                                天","SOP",3.102296e+14,202459,0.95,1,1,1,1,1.016986,0,1
"3050",3049,NA,243942,"9.79",157.759,"350581100160751","服饰内衣","专营店",0,"33765096-5","18250281094","2017-10-26 17:58:32",0,NA,NA,1980505,165042.1,12,14,1.24541,"True",148537.9,148537.9,"True","",59962.5,119925,59962.5,102674,213489.5,8,"False","服饰内衣",420,16635.12,19.96214,3,"True",48866.66,55.58993,8,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1056.8,NA,"100万元","157
                                                天","SOP",3.505813e+14,202473,1.045,1,0.5,1,1,1.030137,0,1
"3051",3050,NA,243944,"9.73",125.7066,"913505813153004709","服饰内衣","厂商授权旗舰店",0,"913505813153004709","18250281094","2017-10-26 17:58:32",0,NA,NA,677751.2,56479.27,12,14,1.619078,"True",50831.34,50831.34,"True","",20519.85,41039.69,20519.85,91584,67886,9,"False","服饰内衣",420,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,149,NA,"100万元","157
                                                天","SOP",9.135058e+17,202473,1.045,1,0.5,1,1,1.030137,0,1
"3052",3051,NA,232927,"9.62",191.6569,"913502030728395773","食品饮料","厂商授权旗舰店",281.21,"913502030728395773","13779987668","2017-09-01 15:10:37",318743,NA,NA,59882930,4990244,12,14,0.6364213,"True",3143854,4491220,"True","",2186923,2733654,2186923,295000,981257.4,5,"True","食品饮料",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,2,75,5,77,7,75,5,2521.6,NA,"500万元","212
                                                天","SOP",9.13502e+17,202480,0.95,1,0.8,1.2,0,1.016986,0,1
"3053",3052,NA,232865,"9.79",121.676,"91510106072431563","鞋靴","厂商授权旗舰店",NA,"91510106072431563L","18380362570","2017-09-01 11:14:34",NA,NA,NA,172718.3,14393.19,12,14,0.6212267,"True",12953.87,12953.87,"True","",8260.042,10325.05,8260.042,0,NA,0,"False","鞋靴",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,159,NA,"200万元","212
                                                天","SOP",9.151011e+16,202485,1.045,1,0.8,1,1,1.016986,0,1
"3054",3053,NA,232897,"9.79",80.61623,"91440106076537373","家装建材","专营店",3464,"91440106076537373N","18613133688","2017-09-01 13:16:36",111910,NA,NA,810500.2,67541.68,12,14,0.4723433,"True",60787.51,60787.51,"True","",49696.29,58141.77,58141.77,2e+05,46497.46,1,"True","家装建材",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,381.5,NA,"200万元","212
                                                天","SOP",9.144011e+16,202512,1.045,1,1,1.2,1,1.016986,0,1
